stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,wheelchair_boarding,N,OSMID
10044,,Plato Blvd & Chester St,Far side W,44.941021,-93.073295,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10044,0,1,driveNode140696,652981907
10045,,Plato Blvd & State St,Near side W,44.939498,-93.077998,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10045,0,1,driveNode140690,652981874
10046,,Plato Blvd & Eva St,Near side W,44.939186,-93.080285,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10046,0,1,driveNode140688,652981865
10048,,Cesar Chavez St & Ada St,Across from E,44.929481,-93.076961,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10048,0,1,driveNode89988,187931000
1005,,50th St W & Penn Ave S,Far side E,44.912309,-93.308216,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1005,0,1,driveNode29665,34539541
10050,,Cesar Chavez St & Bancroft Ave,Across from S,44.928429,-93.073356,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10050,0,1,driveNode83633,187874284
10052,,Concord St & Kansas St,Near side S,44.926024,-93.06710799999999,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10052,0,1,driveNode89989,187931004
10053,,Concord St & Page St,Near side S,44.924903,-93.065249,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10053,0,1,driveNode82815,187866939
10054,,Concord St & Curtice St,Near side S,44.923123,-93.0633,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10054,0,1,driveNode86078,187893988
10055,,Concord St & Belvidere St,Near side S,44.922216,-93.062561,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10055,0,1,driveNode87699,187908293
10057,,Concord St & Annapolis St,Near side S,44.91961,-93.05984000000001,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10057,0,1,driveNode140719,653442637
10058,,Concord St N & Bircher Ave,Near side S,44.918228000000006,-93.058572,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10058,0,1,driveNode65294,186809669
10059,,Concord St N & Stanley Ave,Far side S,44.915996,-93.056503,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10059,0,1,driveNode58414,186738443
10060,,Concord St N & Butler Ave,Far side S,44.914188,-93.05476800000001,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10060,0,1,driveNode62871,186784332
10061,,Concord St N & #1180 - Super America,Across from S,44.908711,-93.050129,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10061,0,1,driveNode67210,186835418
10062,,Concord St N & Bryant Ave N,Near side S,44.905799,-93.047015,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10062,0,1,driveNode61108,186769100
10064,,Concord St N & #522,Across from S,44.900527000000004,-93.040868,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10064,0,1,driveNode59502,186754806
10065,,Concord St N & Wentworth Ave,Far side S,44.898585,-93.038999,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10065,0,1,driveNode65287,186809623
10066,,Concord Exchange & Grand Ave,Far side S,44.892621000000005,-93.034965,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10066,0,1,driveNode60852,186766987
10067,,Concord Exchange & Veterans Memorial Dr,Near side S,44.89137,-93.034458,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10067,0,1,driveNode60120,186760007
10068,,Concord Exchange & #144,Near side S,44.889151,-93.033886,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10068,0,1,driveNode159701,3091707202
10069,,Concord Exchange & Camber Ave,Near side S,44.887304,-93.03341,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10069,0,1,driveNode140705,653442342
1007,,50th St W & Newton Ave S,Near side E,44.912304,-93.30626600000001,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1007,0,1,driveNode29842,34541842
10070,,Concord Exchange & Armour Ave,Across from S,44.884766,-93.03255300000001,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10070,0,1,driveNode64024,186795912
10071,,Concord Exchange & Concord St,Near side E,44.881640999999995,-93.032087,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10071,0,1,driveNode56606,186722818
10072,,Concord St & Armour Ave,Near side S,44.884799,-93.032374,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10072,0,1,driveNode64024,186795912
10074,,Concord St S & Dale Place,Near side S,44.873081,-93.029103,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10074,0,1,driveNode59002,186746556
10076,,Concord St S & Poplar St E,Far side S,44.866066,-93.024307,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10076,0,1,driveNode62829,186783697
10078,,Concord Blvd & Linden St,Near side S,44.86416,-93.023365,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10078,0,1,driveNode57323,186731317
10079,,Concord Blvd & Dawn Way E,Near side S,44.862749,-93.022701,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10079,0,1,driveNode60507,186763278
10080,,Dawn Way & 61st St E,Near side S,44.860395000000004,-93.025663,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10080,0,1,driveNode60508,186763290
10081,,Dawn Way & 63rd St E,Near side S,44.858872,-93.025323,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10081,0,1,driveNode60509,186763292
10082,,Dawn Way & 64th St E,Near side S,44.857096999999996,-93.02533000000001,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10082,0,1,driveNode60510,186763294
10083,,Dawn Way & 65th St E,Near side S,44.855297,-93.025325,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10083,0,1,driveNode60511,186763296
10085,,Dawn Way & 66th St / 67th St E,Mid block S,44.852901,-93.025231,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10085,0,1,driveNode58362,186737966
10086,,Dawn Ave & 69th St E,Near side S,44.84988,-93.024613,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10086,0,1,driveNode58363,186737970
10087,,Dawn Ave & 70th St E,Near side S,44.84819,-93.024585,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10087,0,1,driveNode65689,186814748
10088,,Dawn Ave E & 71st St E,Near side S,44.84628,-93.02454200000001,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10088,0,1,driveNode65996,186818973
1009,,50th St W & Logan Ave S,Near side E,44.912296999999995,-93.30371,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1009,0,1,driveNode4005,33298402
10090,,Dawn Ave E & 72nd St E,Near side S,44.84448,-93.024553,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10090,0,1,driveNode63864,186794083
10095,,Dawn Ave & 76th Way E,Near side S,44.839218,-93.02448100000001,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10095,0,1,driveNode65997,186818975
10096,,Dawn Ave & 77th St E,Near side S,44.838095,-93.024488,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10096,0,1,driveNode65998,186818977
10097,,Dawn Ave & 78th St E,Near side S,44.837281,-93.024446,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10097,0,1,driveNode65999,186818979
10098,,Dawn Ave & Corey Path,Far side S,44.836076,-93.02473,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10098,0,1,driveNode62766,186782916
101,,50th St W & Lyndale Ave S,Near side E,44.912257000000004,-93.28838,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=101,0,1,driveNode15212,33524891
10100,,Dawn Ave & 80th St E,Near side S,44.833686,-93.025111,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10100,0,1,driveNode58264,186737260
10101,,80th St E & Corey Path,Near side W,44.83365,-93.026229,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10101,0,1,driveNode58263,186737259
10103,,80th St E & Cooper Ave E,Near side W,44.833635,-93.029619,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10103,0,1,driveNode58261,186737256
10106,,80th St E & Clayton Ave,Near side W,44.83364,-93.03379100000001,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10106,0,1,driveNode58258,186737252
10108,,80th St E & Cahill Plaza,Near side W,44.834265,-93.041832,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10108,0,1,driveNode58256,186737240
1011,,50th St W & Minnehaha Pkwy,Near side E,44.912281,-93.29811099999999,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1011,0,1,driveNode4560,33302132
10116,,College Trail & Blaine Ave,Near side W,44.827194,-93.050344,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10116,0,1,driveNode61159,186769565
10119,,St Clair Ave & Stairs to Grotto,Near side W,44.934173,-93.13119,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=10119,0,1,driveNode82953,187868000
1012,,50th St W & James Ave S,Near side E,44.912295,-93.301158,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1012,0,1,driveNode15080,33523024
