stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,wheelchair_boarding,model_node_id,osm_node_id,node_ssid,parent_station
13735,,Pacific St & Earl St,Near side E,44.951252,-93.055858,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=13735,0,1.0,59015,187893395,c16a9cde25b58d64492b4a9f3b131a3a,
13748,,Earl St & Suburban Ave,Near side S,44.94971,-93.055802,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=13748,0,1.0,59013,187893392,81632cfc7bf9f3278bdb7a49097e8442,
13792,,Plum St & Maria Ave,Across from W,44.951523,-93.06684,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=13792,0,1.0,45957,187866343,80890933922ecde21bb3801d5c9d4e9a,
15058,,Minnehaha Ave & Oxford St,Near side E,44.962948,-93.144203,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=15058,0,1.0,78889,187946086,c1fc0a0f590d733a2cd932cfeeaf3c80,
15059,,Minnehaha Ave & Chatsworth St,Near side E,44.962943,-93.141679,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=15059,0,1.0,75136,187937732,601e5fb5d1d5047d2deaa044f0f56d35,
15060,,Minnehaha Ave & Milton St,Across from E,44.962935,-93.139179,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=15060,0,2.0,78887,187946084,b54571aa2f8fa747b92f4645019cd75b,
15061,,Minnehaha Ave & Victoria St,Near side E,44.962927,-93.136643,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=15061,0,1.0,51791,187877688,86b3a05a93307bdb185e074453f8d2ad,
15062,,Minnehaha Ave & Avon St,Near side E,44.962922,-93.134093,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=15062,0,1.0,74907,187936917,2d90b348651bb17b3caf4d4e81dae773,
15063,,Minnehaha Ave & Grotto St,Near side E,44.96293,-93.131553,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=15063,0,1.0,78886,187946083,d2910dce90b34799a010e3f076ea8226,
15064,,Minnehaha Ave & St Albans St,Near side E,44.962908,-93.129057,,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=15064,0,1.0,61477,187898310,6beb9c848c1d8823d84ea57986680c60,
